"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
6422,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6423,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6424,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6425,"convex","smooth","brown","False","none","attached","close","broad","brown","enlarging","NA","smooth","smooth","orange","orange","partial","brown","one","pendant","yellow","clustered","leaves","edible"
6426,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6427,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6428,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6429,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6430,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6431,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6432,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6433,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6434,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6435,"convex","smooth","brown","False","none","attached","close","broad","brown","enlarging","NA","smooth","smooth","orange","orange","partial","brown","one","pendant","orange","several","leaves","edible"
6436,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6437,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6438,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6439,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6440,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6441,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6442,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6443,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6444,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6445,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6446,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6447,"knobbed","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6448,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6449,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6450,"knobbed","smooth","white","False","none","free","crowded","broad","gray","enlarging","NA","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses","edible"
6451,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6452,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6453,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6454,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6455,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6456,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6457,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6458,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6459,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6460,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6461,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6462,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6463,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6464,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6465,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6466,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6467,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6468,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6469,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6470,"knobbed","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6471,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6472,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6473,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6474,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6475,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6476,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6477,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6478,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6479,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6480,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6481,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6482,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6483,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6484,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6485,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6486,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6487,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6488,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6489,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6490,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6491,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6492,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6493,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6494,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6495,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6496,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6497,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6498,"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6499,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6500,"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6501,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6502,"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6503,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6504,"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6505,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6506,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6507,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6508,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6509,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6510,"convex","fibrous","white","False","none","free","crowded","broad","pink","enlarging","NA","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses","edible"
6511,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6512,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6513,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6514,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6515,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6516,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6517,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6518,"convex","fibrous","gray","False","none","free","crowded","broad","pink","enlarging","NA","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses","edible"
6519,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6520,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6521,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6522,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6523,"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6524,"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6525,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6526,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6527,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6528,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6529,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6530,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6531,"knobbed","fibrous","white","False","none","free","crowded","broad","pink","enlarging","NA","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses","edible"
6532,"knobbed","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6533,"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6534,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6535,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6536,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6537,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6538,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6539,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6540,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6541,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6542,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6543,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6544,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6545,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6546,"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6547,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6548,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6549,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6550,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6551,"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6552,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6553,"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6554,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6555,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6556,"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6557,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6558,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6559,"convex","smooth","brown","False","none","attached","close","broad","brown","enlarging","NA","smooth","smooth","orange","orange","partial","orange","one","pendant","buff","several","leaves","edible"
6560,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6561,"knobbed","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6562,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6563,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6564,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6565,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6566,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6567,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6568,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6569,"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6570,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6571,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6572,"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6573,"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6574,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6575,"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6576,"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6577,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6578,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6579,"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6580,"knobbed","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6581,"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6582,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6583,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6584,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6585,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6586,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6587,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6588,"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6589,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6590,"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6591,"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6592,"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods","poisonous"
6593,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","white","white","partial","white","one","evanescent","white","several","woods","poisonous"
6594,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6595,"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6596,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
6597,"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6598,"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6599,"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths","poisonous"
6600,"convex","smooth","gray","False","none","free","crowded","broad","pink","enlarging","NA","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses","edible"
6601,"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths","poisonous"
6602,"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6603,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
6604,"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","NA","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods","poisonous"
6605,"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","NA","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves","poisonous"
6606,"knobbed","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
